responsavel,uo,orgao,n_sigcon,tipo_indicacao,ano_inciso,impositividade,municipio,razao_social,cnpj,codesc,acao,grupo_despesa,genero,categoria,especificacao,descricao,tipo_aplicacao,vl_indicado,data_indicacao_sigcon, vl_informado , vl_sanear , vl_sem_impedimento , vl_utilizado , vl_empenhado_sigcon ,execucao_financeira,n_proposta,n_siafi,n_resolucao,status_indicacao,status_instrumento, vl_pago ,status_pgto,atualizado em
AGOSTINHO PATRUS FILHO,4291,SES,48573,RESOLUÇÃO,2020,S,VISCONDE DO RIO BRANCO,FUNDO MUNICIPAL DE SAÚDE DE VISCONDE DO RIO BRANCO,15826980000153,,4460,OUTRAS DESPESAS CORRENTES,,,,,FES Custeio,R$ 280.000,00,16/03/2020 18:12, R$ 280.000,00 ,, R$ 280.000,00 , R$ 280.000,00 ,,SIAFI,,9248729,7097,APROVADO,, R$ 280.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
AGOSTINHO PATRUS FILHO,4291,SES,48578,RESOLUÇÃO,2020,S,RIO CASCA,FUNDO MUNICIPAL DE SAÚDE DE RIO CASCA,12856524000168,,4460,OUTRAS DESPESAS CORRENTES,,,,,FES Custeio,R$ 257.602,00,16/03/2020 18:14, R$ 257.602,00 ,, R$ 257.602,00 , R$ 257.602,00 ,,SIAFI,,9248114,7097,APROVADO,, R$ 257.602,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
AGOSTINHO PATRUS FILHO,4291,SES,48588,RESOLUÇÃO,2020,S,ITATIAIUCU,FUNDO MUNICIPAL DE SAÚDE DE ITATIAIUÇU,2920909000193,,4460,INVESTIMENTOS,,,,,FES Veículo Passeio (5 lugares),R$ 110.000,00,16/03/2020 18:17, R$ 110.000,00 ,, R$ 110.000,00 , R$ 110.000,00 ,,SIAFI,,9249808,7112,APROVADO,, R$ 110.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
AGOSTINHO PATRUS FILHO,4291,SES,48595,RESOLUÇÃO,2020,S,OURO PRETO,FUNDO MUNICIPAL DE SAÚDE DE OURO PRETO,18435647000101,,4460,INVESTIMENTOS,,,,,FES Bem permanente,R$ 60.000,00,16/03/2020 18:18, R$ 60.000,00 ,, R$ 60.000,00 , R$ 60.000,00 ,,SIAFI,,9247653,7098,APROVADO,, R$ 60.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
AGOSTINHO PATRUS FILHO,4291,SES,48602,RESOLUÇÃO,2020,S,OURO PRETO,FUNDO MUNICIPAL DE SAÚDE DE OURO PRETO,18435647000101,,4460,INVESTIMENTOS,,,,,FES Bem permanente,R$ 60.000,00,16/03/2020 18:18, R$ 60.000,00 ,, R$ 60.000,00 , R$ 60.000,00 ,,SIAFI,,9247654,7098,APROVADO,, R$ 60.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
AGOSTINHO PATRUS FILHO,4291,SES,48771,RESOLUÇÃO,2020,S,SAO JOAO DO ORIENTE,FUNDO MUNICIPAL DE SAÚDE DE SÃO JOÃO DO ORIENTE,21577484000106,,4460,INVESTIMENTOS,,,,,FES Bem permanente,R$ 70.000,00,16/03/2020 19:02, R$ 70.000,00 ,, R$ 70.000,00 , R$ 70.000,00 ,,SIAFI,,9247677,7098,APROVADO,, R$ 70.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
AGOSTINHO PATRUS FILHO,4291,SES,48832,RESOLUÇÃO,2020,S,NOVA UNIAO,FUNDO MUNICIPAL DE SAÚDE DE NOVA UNIÃO,13434627000100,,4460,INVESTIMENTOS,,,,,FES Bem permanente,R$ 100.000,00,16/03/2020 19:23, R$ 100.000,00 ,, R$ 100.000,00 , R$ 100.000,00 ,,SIAFI,,9247650,7098,APROVADO,, R$ 100.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,45339,RESOLUÇÃO,2020,S,CORONEL MURTA,FUNDO MUNICIPAL DE SAÚDE DE CORONEL MURTA,11493471000103,,4460,INVESTIMENTOS,,,,,FES Veículo Minivan (mínimo 7 lugares),R$ 82.000,00,12/03/2020 11:25, R$ 82.000,00 ,, R$ 82.000,00 , R$ 82.000,00 ,,SIAFI,,9249690,7112,APROVADO,, R$ 82.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,45637,RESOLUÇÃO,2020,S,DIAMANTINA,FUNDO MUNICIPAL DE SAÚDE DE DIAMANTINA,11291295000119,,4460,INVESTIMENTOS,,,,,FES Veículo Minivan (mínimo 7 lugares),R$ 82.000,00,12/03/2020 15:00, R$ 82.000,00 ,, R$ 82.000,00 , R$ 82.000,00 ,,SIAFI,,9249933,7112,APROVADO,, R$ 82.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,45855,RESOLUÇÃO,2020,S,MATERLANDIA,FUNDO MUNICIPAL DE SAÚDE DE MATERLÂNDIA,13553792000173,,4460,INVESTIMENTOS,,,,,FES Ambulância Tipo A Simples Remoção Furgoneta,R$ 90.000,00,12/03/2020 16:55, R$ 90.000,00 ,, R$ 90.000,00 , R$ 90.000,00 ,,SIAFI,,9249351,7112,APROVADO,, R$ 90.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,46081,RESOLUÇÃO,2020,S,ITABIRITO,FUNDO MUNICIPAL DE SAÚDE DE ITABIRITO,19195982000142,,4460,INVESTIMENTOS,,,,,FES Bem permanente,R$ 320.000,00,13/03/2020 10:20, R$ 320.000,00 ,, R$ 320.000,00 , R$ 320.000,00 ,,SIAFI,,9247743,7098,APROVADO,, R$ 320.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,45591,RESOLUÇÃO,2020,S,OURO PRETO,FUNDO MUNICIPAL DE SAÚDE DE OURO PRETO,18435647000101,,4460,INVESTIMENTOS,,,,,FES Ambulância Tipo A Simples Remoção Furgoneta,R$ 90.000,00,12/03/2020 14:37, R$ 90.000,00 ,, R$ 90.000,00 , R$ 90.000,00 ,,SIAFI,,9250090,7112,APROVADO,, R$ 90.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,45598,RESOLUÇÃO,2020,S,OURO PRETO,FUNDO MUNICIPAL DE SAÚDE DE OURO PRETO,18435647000101,,4460,INVESTIMENTOS,,,,,FES Ambulância Tipo A Simples Remoção Furgoneta,R$ 90.000,00,12/03/2020 14:38, R$ 90.000,00 ,, R$ 90.000,00 , R$ 90.000,00 ,,SIAFI,,9249497,7112,APROVADO,, R$ 90.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,45337,RESOLUÇÃO,2020,S,BRASOPOLIS,FUNDO MUNICIPAL DE SAÚDE DE BRAZÓPOLIS,11919724000150,,4461,OUTRAS DESPESAS CORRENTES,,,,,FES Custeio,R$ 100.000,00,12/03/2020 11:20, R$ 100.000,00 ,, R$ 100.000,00 , R$ 100.000,00 ,,SIAFI,,9247986,7097,APROVADO,, R$ 100.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,46125,RESOLUÇÃO,2020,S,VISCONDE DO RIO BRANCO,FUNDO MUNICIPAL DE SAÚDE DE VISCONDE DO RIO BRANCO,15826980000153,,4461,OUTRAS DESPESAS CORRENTES,,,,,FES Custeio,R$ 100.000,00,13/03/2020 11:15, R$ 100.000,00 ,, R$ 100.000,00 , R$ 100.000,00 ,,SIAFI,,9248730,7097,APROVADO,, R$ 100.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,46533,RESOLUÇÃO,2020,S,UBA,FUNDO MUNICIPAL DE SAÚDE DE UBÁ,15582382000186,,4461,OUTRAS DESPESAS CORRENTES,,,,,FES Custeio,R$ 200.000,00,13/03/2020 15:54, R$ 200.000,00 ,, R$ 200.000,00 , R$ 200.000,00 ,,SIAFI,,9248541,7097,APROVADO,, R$ 200.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,48036,RESOLUÇÃO,2020,S,BELO HORIZONTE,FUNDO MUNICIPAL DE SAÚDE DE BELO HORIZONTE,11728239000107,,4461,OUTRAS DESPESAS CORRENTES,,,,,FES Custeio,R$ 440.000,00,16/03/2020 16:05, R$ 440.000,00 ,, R$ 440.000,00 , R$ 440.000,00 ,,SIAFI,,9248317,7097,APROVADO,, R$ 440.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,45853,RESOLUÇÃO,2020,S,MARIANA,FUNDO MUNICIPAL DE SAÚDE DE MARIANA,4249011000160,,4461,OUTRAS DESPESAS CORRENTES,,,,,FES Custeio,R$ 100.000,00,12/03/2020 16:51, R$ 100.000,00 ,, R$ 100.000,00 , R$ 100.000,00 ,,SIAFI,,9248135,7097,APROVADO,, R$ 100.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,47871,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,CORREGO DO BOM JESUS,EE PROFESSOR MAXIMIANO LAMBERT,,54879,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 25.000,00,16/03/2020 14:45, R$ 25.000,00 ,, R$ 25.000,00 , R$ 25.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 25.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,47878,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,MURIAE,EE JOÃO TEIXEIRA SIQUEIRA,,98981,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 28.000,00,16/03/2020 14:48, R$ 28.000,00 ,, R$ 28.000,00 , R$ 28.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 28.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,47310,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,CONFINS,EE SÃO JOSÉ DE CONFINS,,9504,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 25.000,00,16/03/2020 10:29, R$ 25.000,00 ,, R$ 25.000,00 , R$ 25.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 25.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,47634,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,VERDELANDIA,EE ANTONINA FERNANDES SAMPAIO,,351083,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 25.000,00,16/03/2020 13:25, R$ 25.000,00 ,, R$ 25.000,00 , R$ 25.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 25.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,47738,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,DIAMANTINA,EE MARIA AUGUSTA CALDEIRA BRANT,,23779,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 25.000,00,16/03/2020 14:07, R$ 25.000,00 ,, R$ 25.000,00 , R$ 25.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 25.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,47780,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,DIAMANTINA,EE PROFESSORA GABRIELA NEVES,,23817,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 25.000,00,16/03/2020 14:18, R$ 25.000,00 ,, R$ 25.000,00 , R$ 25.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 25.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,45334,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,BORDA DA MATA,EE LAURO AFONSO MEGALE,,54356,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 50.000,00,12/03/2020 11:14, R$ 50.000,00 ,, R$ 50.000,00 , R$ 50.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 50.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,45349,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,IGARAPE,EE RACHEL IANCU STEURMAM,,9229,4297,INVESTIMENTOS,,,,Revitalização de Refeitório,Revitalização de Refeitório,R$ 22.000,00,12/03/2020 11:41, R$ 22.000,00 ,, R$ 22.000,00 , R$ 22.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 22.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,45543,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,BELO HORIZONTE,COLÉGIO TIRADENTES PMMG- UNIDADE NOSSA SENHORA DAS VITÓRIAS,,307718,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 50.000,00,12/03/2020 14:24, R$ 50.000,00 ,, R$ 50.000,00 , R$ 50.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 50.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,45555,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,CONTAGEM,COLÉGIO TIRADENTES PMMG,,307726,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 50.000,00,12/03/2020 14:27, R$ 50.000,00 ,, R$ 50.000,00 , R$ 50.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 50.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,45569,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,PORTO FIRME,EE SOLON ILDEFONSO,,129208,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 50.000,00,12/03/2020 14:33, R$ 50.000,00 ,, R$ 50.000,00 , R$ 50.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 50.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,45868,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,RIO ACIMA,EE SANTO ANTÔNIO,,10251,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 38.000,00,12/03/2020 17:09, R$ 38.000,00 ,, R$ 38.000,00 , R$ 38.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 38.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,46075,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,SENADOR AMARAL,EE PROFESSORA MARIA VITORINO DE SOUZA,,54771,4297,INVESTIMENTOS,,,,Mobiliário e Equipamento,Mobiliário e Equipamento,R$ 50.000,00,13/03/2020 10:10, R$ 50.000,00 ,, R$ 50.000,00 , R$ 50.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,, R$ 50.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,4291,SES,46418,RESOLUÇÃO,2020,S,SERRO,FUNDO MUNICIPAL DE SAÚDE DE SERRO,11275102000136,,4463,OUTRAS DESPESAS CORRENTES,,,,,FES Custeio,R$ 100.000,00,13/03/2020 15:16, R$ 100.000,00 ,, R$ 100.000,00 , R$ 100.000,00 ,,SIAFI,,9249028,7110,APROVADO,, R$ 100.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1481,SEDESE,45613,CELEBRAÇÃO DE CONVÊNIO,2020,S,SANTO ANTONIO DO ITAMBE,PREFEITURA MUNICIPAL DE SANTO ANTÔNIO DO ITAMBÉ,18303222000149,,2081,INVESTIMENTOS,AQUISIÇÃO DE BENS,Permanente,Veículo Minivan (mínimo 7 lugares),AQUISIÇÃO DE VEÍCULO PARA ATENDER AS ATIVIDADES SOCIAIS DO MUNICÍPIO,,R$ 82.000,00,12/03/2020 14:46, R$ 82.000,00 ,, R$ 82.000,00 , R$ 82.000,00 ,,SIAFI,002370/2020,9251220,,APROVADO,VIGENTE, R$ 82.000,00 ,PAGO (TOTAL),2020-12-15 01:42:03.563166
ALENCAR DA SILVEIRA JR.,1261,SEE,48611,EXECUÇÃO DIRETA - CAIXA ESCOLAR,2020,S,ITABIRITO,EE PROFESSOR TIBÚRCIO,,106127,4302,INVESTIMENTOS,,,,Obra,Obra,R$ 100.000,00,16/03/2020 18:20, R$ 100.000,00 ,, R$ 100.000,00 , R$ 100.000,00 ,,SIAFI,,,,ENVIADA PARA SEE,,,,2020-12-15 01:42:03.563166
